generation,mode,n_simulated,surrogate_rho,mean_std,selected_std,train_time_s,total_sims_saved
147,surrogate,20,,0.0701,0.1055,0.43,46000
148,surrogate,20,,0.0668,0.0914,0.33,46400
149,surrogate,20,,0.0699,0.1044,0.41,46800
150,control,100,0.7696,0.0675,,15.42,46800
151,surrogate,20,,0.0622,0.1084,0.36,47200
152,surrogate,20,,0.0539,0.0688,0.31,47600
153,surrogate,20,,0.0489,0.0517,0.38,48000
154,surrogate,20,,0.0549,0.0787,0.44,48400
155,surrogate,20,,0.0490,0.0453,0.37,48800
156,surrogate,20,,0.0493,0.0449,0.31,49200
157,surrogate,20,,0.0636,0.0797,0.37,49600
158,surrogate,20,,0.0626,0.0722,0.33,50000
159,surrogate,20,,0.0640,0.0655,0.44,50400
160,control,100,0.8941,0.0661,,14.49,50400
161,surrogate,20,,0.0961,0.0644,0.43,50800
162,surrogate,20,,0.0871,0.0190,0.33,51200
163,surrogate,20,,0.0889,0.0587,0.38,51600
164,surrogate,20,,0.0858,0.0426,0.45,52000
165,surrogate,20,,0.0951,0.0742,0.37,52400
166,surrogate,20,,0.0928,0.0658,0.32,52800
167,surrogate,20,,0.0895,0.0586,0.40,53200
168,surrogate,20,,0.0773,0.0414,0.39,53600
169,surrogate,20,,0.0791,0.0445,0.44,54000
170,control,100,0.7587,0.0801,,14.00,54000
171,surrogate,20,,0.0584,0.1101,0.36,54400
172,surrogate,20,,0.0582,0.0865,0.44,54800
173,surrogate,20,,0.0548,0.0834,0.42,55200
174,surrogate,20,,0.0427,0.0375,0.45,55600
175,surrogate,20,,0.0487,0.0658,0.37,56000
176,surrogate,20,,0.0488,0.0592,0.36,56400
177,surrogate,20,,0.0468,0.0479,0.44,56800
178,surrogate,20,,0.0430,0.0355,0.30,57200
179,surrogate,20,,0.0490,0.0480,0.34,57600
180,control,100,0.8856,0.0485,,18.23,57600
181,surrogate,20,,0.0529,0.0728,0.33,58000
182,surrogate,20,,0.0492,0.0557,0.44,58400
183,surrogate,20,,0.0490,0.0405,0.36,58800
184,surrogate,20,,0.0441,0.0373,0.33,59200
185,surrogate,20,,0.0433,0.0357,0.41,59600
186,surrogate,20,,0.0439,0.0410,0.37,60000
187,surrogate,20,,0.0412,0.0288,0.33,60400
188,surrogate,20,,0.0410,0.0229,0.37,60800
189,surrogate,20,,0.0437,0.0414,0.40,61200
190,control,100,0.7653,0.0410,,18.98,61200
191,surrogate,20,,0.0461,0.0452,0.42,61600
192,surrogate,20,,0.0442,0.0365,0.38,62000
193,surrogate,20,,0.0409,0.0205,0.36,62400
194,surrogate,20,,0.0532,0.0824,0.38,62800
195,surrogate,20,,0.0461,0.0501,0.33,63200
196,surrogate,20,,0.0544,0.0709,0.37,63600
197,surrogate,20,,0.0528,0.0711,0.33,64000
198,surrogate,20,,0.0498,0.0453,0.46,64400
199,surrogate,20,,0.0613,0.0809,0.40,64800
200,control,100,0.7474,0.0576,,19.90,64800
201,surrogate,20,,0.0871,0.1668,0.30,65200
202,surrogate,20,,0.0628,0.0499,0.44,65600
203,surrogate,20,,0.0651,0.0384,0.38,66000
204,surrogate,20,,0.0691,0.0566,0.34,66400
205,surrogate,20,,0.0746,0.0813,0.45,66800
206,surrogate,20,,0.0709,0.0489,0.32,67200
207,surrogate,20,,0.0730,0.0441,0.33,67600
208,surrogate,20,,0.0774,0.0501,0.37,68000
209,surrogate,20,,0.0741,0.0487,0.34,68400
210,control,100,0.9046,0.0762,,19.81,68400
211,surrogate,20,,0.1078,0.1753,0.36,68800
212,surrogate,20,,0.0871,0.0994,0.31,69200
213,surrogate,20,,0.0762,0.0482,0.40,69600
214,surrogate,20,,0.0694,0.0440,0.32,70000
215,surrogate,20,,0.0709,0.0447,0.36,70400
216,surrogate,20,,0.0732,0.0569,0.39,70800
217,surrogate,20,,0.0740,0.0449,0.36,71200
218,surrogate,20,,0.0758,0.0616,0.34,71600
219,surrogate,20,,0.0752,0.0699,0.44,72000
220,control,100,0.8069,0.0752,,22.19,72000
221,surrogate,20,,0.0668,0.1272,0.43,72400
222,surrogate,20,,0.0801,0.1438,0.44,72800
223,surrogate,20,,0.0944,0.1883,0.42,73200
224,surrogate,20,,0.0835,0.1224,0.36,73600
225,surrogate,20,,0.1009,0.2202,0.33,74000
226,surrogate,20,,0.0893,0.1927,0.41,74400
227,surrogate,20,,0.0920,0.1747,0.35,74800
228,surrogate,20,,0.0859,0.1443,0.41,75200
229,surrogate,20,,0.1019,0.2036,0.41,75600
230,control,100,0.8726,0.0988,,25.31,75600
231,surrogate,20,,0.0892,0.2143,0.34,76000
232,surrogate,20,,0.0812,0.1885,0.43,76400
233,surrogate,20,,0.0692,0.1257,0.37,76800
234,surrogate,20,,0.0538,0.0952,0.40,77200
235,surrogate,20,,0.0495,0.0958,0.36,77600
236,surrogate,20,,0.0468,0.0872,0.45,78000
237,surrogate,20,,0.0478,0.0946,0.34,78400
238,surrogate,20,,0.0520,0.1143,0.36,78800
239,surrogate,20,,0.0484,0.0784,0.39,79200
240,control,100,0.8707,0.0577,,19.05,79200
241,surrogate,20,,0.0843,0.0988,0.37,79600
242,surrogate,20,,0.0721,0.0435,0.35,80000
243,surrogate,20,,0.0674,0.0351,0.37,80400
244,surrogate,20,,0.0670,0.0270,0.37,80800
245,surrogate,20,,0.0691,0.0796,0.43,81200
246,surrogate,20,,0.0654,0.0723,0.36,81600
247,surrogate,20,,0.0685,0.0575,0.39,82000
248,surrogate,20,,0.0735,0.0791,0.44,82400
249,surrogate,20,,0.0711,0.1187,0.31,82800
250,control,100,0.9117,0.0707,,19.04,82800
251,surrogate,20,,0.0775,0.1413,0.41,83200
252,surrogate,20,,0.0626,0.0669,0.31,83600
253,surrogate,20,,0.0667,0.0877,0.44,84000
254,surrogate,20,,0.0684,0.0805,0.41,84400
255,surrogate,20,,0.0665,0.0740,0.39,84800
256,surrogate,20,,0.0652,0.0647,0.31,85200
257,surrogate,20,,0.0742,0.0998,0.42,85600
258,surrogate,20,,0.0657,0.0435,0.41,86000
259,surrogate,20,,0.0773,0.0804,0.44,86400
260,control,100,0.8160,0.0819,,21.55,86400
261,surrogate,20,,0.0926,0.1266,0.31,86800
262,surrogate,20,,0.0898,0.1330,0.37,87200
263,surrogate,20,,0.0866,0.1058,0.42,87600
264,surrogate,20,,0.0837,0.1341,0.43,88000
265,surrogate,20,,0.0740,0.0734,0.34,88400
266,surrogate,20,,0.0755,0.0834,0.40,88800
267,surrogate,20,,0.0747,0.0931,0.41,89200
268,surrogate,20,,0.0658,0.0445,0.36,89600
269,surrogate,20,,0.0797,0.1056,0.43,90000
270,control,100,0.9233,0.0748,,33.46,90000
271,surrogate,20,,0.0787,0.1172,0.40,90400
272,surrogate,20,,0.0705,0.0749,0.32,90800
273,surrogate,20,,0.0620,0.0451,0.43,91200
274,surrogate,20,,0.0708,0.0632,0.39,91600
275,surrogate,20,,0.0765,0.1068,0.40,92000
276,surrogate,20,,0.0757,0.0860,0.36,92400
277,surrogate,20,,0.0770,0.0854,0.37,92800
278,surrogate,20,,0.0773,0.0804,0.39,93200
279,surrogate,20,,0.0754,0.0796,0.36,93600
280,control,100,0.8968,0.0688,,26.40,93600
281,surrogate,20,,0.0670,0.0590,0.31,94000
282,surrogate,20,,0.0707,0.0695,0.33,94400
283,surrogate,20,,0.0664,0.0834,0.45,94800
284,surrogate,20,,0.0509,0.0202,0.34,95200
285,surrogate,20,,0.0549,0.0428,0.39,95600
286,surrogate,20,,0.0565,0.0834,0.36,96000
287,surrogate,20,,0.0454,0.0266,0.42,96400
288,surrogate,20,,0.0529,0.0437,0.33,96800
289,surrogate,20,,0.0541,0.0368,0.44,97200
290,control,100,0.8874,0.0614,,19.02,97200
291,surrogate,20,,0.1013,0.0904,0.45,97600
292,surrogate,20,,0.0966,0.0537,0.36,98000
293,surrogate,20,,0.0913,0.0329,0.31,98400
294,surrogate,20,,0.0935,0.0445,0.38,98800
295,surrogate,20,,0.1034,0.0760,0.44,99200
296,surrogate,20,,0.1034,0.0619,0.40,99600
297,surrogate,20,,0.1070,0.0679,0.48,100000
298,surrogate,20,,0.1126,0.0799,0.44,100400
299,surrogate,20,,0.1083,0.0594,0.33,100800
