generation,mode,n_simulated,surrogate_rho,mean_std,selected_std,train_time_s,total_sims_saved
38,surrogate,20,,0.0765,0.0932,0.37,6800
39,surrogate,20,,0.0445,0.0607,0.38,7200
40,control,100,0.0818,0.1012,,6.48,7200
41,surrogate,20,,0.0556,0.0701,0.37,7600
42,surrogate,20,,0.0500,0.0568,0.17,8000
43,surrogate,20,,0.0502,0.0638,0.37,8400
44,surrogate,20,,0.0604,0.0667,0.40,8800
45,surrogate,20,,0.0483,0.0576,0.48,9200
46,surrogate,20,,0.0459,0.0517,0.49,9600
47,surrogate,20,,0.0744,0.0854,0.37,10000
48,surrogate,20,,0.0465,0.0503,0.36,10400
49,surrogate,20,,0.0959,0.1002,0.45,10800
50,control,100,0.0266,0.1144,,7.75,10800
51,surrogate,20,,0.0467,0.0622,0.46,11200
52,surrogate,20,,0.1016,0.1089,0.36,11600
53,surrogate,20,,0.0730,0.0813,0.36,12000
54,surrogate,20,,0.0527,0.0542,0.39,12400
55,surrogate,20,,0.0570,0.0684,0.40,12800
56,surrogate,20,,0.0468,0.0622,0.33,13200
57,surrogate,20,,0.0481,0.0619,0.36,13600
58,surrogate,20,,0.0453,0.0604,0.39,14000
59,surrogate,20,,0.0351,0.0469,0.37,14400
60,control,100,0.1096,0.0507,,8.36,14400
61,surrogate,20,,0.0461,0.0605,0.49,14800
62,surrogate,20,,0.0470,0.0632,0.38,15200
63,surrogate,20,,0.0438,0.0593,0.42,15600
64,surrogate,20,,0.0545,0.0675,0.48,16000
65,surrogate,20,,0.0758,0.0845,0.46,16400
66,surrogate,20,,0.0660,0.0776,0.45,16800
67,surrogate,20,,0.0730,0.0895,0.33,17200
68,surrogate,20,,0.0587,0.0707,0.45,17600
69,surrogate,20,,0.0741,0.0835,0.42,18000
70,control,100,0.0772,0.0663,,8.37,18000
71,surrogate,20,,0.0298,0.0356,0.50,18400
72,surrogate,20,,0.0675,0.0789,0.35,18800
73,surrogate,20,,0.0339,0.0442,0.46,19200
74,surrogate,20,,0.0408,0.0495,0.31,19600
75,surrogate,20,,0.0459,0.0573,0.38,20000
76,surrogate,20,,0.0439,0.0473,0.39,20400
77,surrogate,20,,0.0362,0.0489,0.46,20800
78,surrogate,20,,0.0411,0.0505,0.37,21200
79,surrogate,20,,0.0502,0.0560,0.34,21600
80,control,100,0.1719,0.0468,,9.04,21600
81,surrogate,20,,0.0435,0.0517,0.43,22000
82,surrogate,20,,0.0590,0.0631,0.41,22400
83,surrogate,20,,0.0422,0.0457,0.37,22800
84,surrogate,20,,0.0445,0.0446,0.38,23200
85,surrogate,20,,0.0601,0.0686,0.46,23600
86,surrogate,20,,0.0527,0.0562,0.40,24000
87,surrogate,20,,0.1145,0.1164,0.42,24400
88,surrogate,20,,0.1009,0.1057,0.44,24800
89,surrogate,20,,0.0548,0.0581,0.38,25200
90,control,100,-0.0261,0.0678,,9.27,25200
91,surrogate,20,,0.0929,0.0963,0.43,25600
92,surrogate,20,,0.0750,0.0812,0.34,26000
93,surrogate,20,,0.0875,0.1003,0.45,26400
94,surrogate,20,,0.0839,0.0954,0.37,26800
95,surrogate,20,,0.0782,0.0947,0.40,27200
96,surrogate,20,,0.0884,0.1014,0.42,27600
97,surrogate,20,,0.0983,0.1080,0.40,28000
98,surrogate,20,,0.0462,0.0603,0.49,28400
99,surrogate,20,,0.0686,0.0808,0.49,28800
100,control,100,-0.1014,0.0596,,10.30,28800
101,surrogate,20,,0.1003,0.1071,0.40,29200
102,surrogate,20,,0.0818,0.0900,0.45,29600
103,surrogate,20,,0.0914,0.0964,0.36,30000
104,surrogate,20,,0.0908,0.1013,0.34,30400
105,surrogate,20,,0.0877,0.0985,0.39,30800
106,surrogate,20,,0.1262,0.1347,0.50,31200
107,surrogate,20,,0.0738,0.0833,0.46,31600
108,surrogate,20,,0.0429,0.0468,0.38,32000
109,surrogate,20,,0.0505,0.0571,0.23,32400
110,control,100,0.0873,0.0222,,11.77,32400
111,surrogate,20,,0.1135,0.1191,0.37,32800
112,surrogate,20,,0.0571,0.0606,0.41,33200
113,surrogate,20,,0.0812,0.0841,0.48,33600
114,surrogate,20,,0.0655,0.0659,0.33,34000
115,surrogate,20,,0.0608,0.0646,0.47,34400
116,surrogate,20,,0.0427,0.0467,0.20,34800
117,surrogate,20,,0.0443,0.0472,0.36,35200
118,surrogate,20,,0.0315,0.0331,0.36,35600
119,surrogate,20,,0.0370,0.0419,0.36,36000
120,control,100,-0.1273,0.0493,,10.49,36000
121,surrogate,20,,0.0995,0.1040,0.45,36400
122,surrogate,20,,0.0559,0.0639,0.34,36800
123,surrogate,20,,0.0606,0.0668,0.40,37200
124,surrogate,20,,0.0921,0.1000,0.48,37600
125,surrogate,20,,0.0523,0.0565,0.35,38000
126,surrogate,20,,0.0566,0.0626,0.39,38400
127,surrogate,20,,0.0737,0.0793,0.47,38800
128,surrogate,20,,0.0652,0.0705,0.37,39200
129,surrogate,20,,0.0827,0.0849,0.40,39600
130,control,100,0.0031,0.0744,,12.33,39600
131,surrogate,20,,0.1469,0.1535,0.34,40000
132,surrogate,20,,0.1231,0.1283,0.36,40400
133,surrogate,20,,0.0624,0.0725,0.34,40800
134,surrogate,20,,0.0786,0.0827,0.39,41200
135,surrogate,20,,0.0635,0.0660,0.40,41600
136,surrogate,20,,0.0707,0.0759,0.31,42000
137,surrogate,20,,0.0755,0.0852,0.47,42400
138,surrogate,20,,0.0368,0.0521,0.34,42800
139,surrogate,20,,0.0760,0.0785,0.35,43200
140,control,100,0.0628,0.0993,,14.18,43200
141,surrogate,20,,0.0586,0.0664,0.45,43600
142,surrogate,20,,0.0475,0.0582,0.45,44000
143,surrogate,20,,0.0507,0.0599,0.35,44400
144,surrogate,20,,0.0560,0.0736,0.44,44800
145,surrogate,20,,0.0893,0.1040,0.43,45200
146,surrogate,20,,0.0747,0.0908,0.41,45600
147,surrogate,20,,0.0712,0.0896,0.42,46000
148,surrogate,20,,0.0618,0.0766,0.42,46400
149,surrogate,20,,0.0557,0.0591,0.37,46800
150,control,100,0.1186,0.0519,,12.62,46800
151,surrogate,20,,0.0899,0.0957,0.37,47200
152,surrogate,20,,0.0853,0.0897,0.36,47600
153,surrogate,20,,0.0707,0.0750,0.35,48000
154,surrogate,20,,0.0937,0.1021,0.45,48400
155,surrogate,20,,0.0980,0.1010,0.43,48800
156,surrogate,20,,0.0904,0.0954,0.43,49200
157,surrogate,20,,0.0757,0.0815,0.38,49600
158,surrogate,20,,0.0993,0.1017,0.40,50000
159,surrogate,20,,0.0710,0.0748,0.38,50400
160,control,100,0.0600,0.0753,,24.18,50400
161,surrogate,20,,0.1001,0.1110,0.45,50800
162,surrogate,20,,0.0918,0.1071,0.42,51200
163,surrogate,20,,0.0846,0.0993,0.45,51600
164,surrogate,20,,0.0855,0.0934,0.32,52000
165,surrogate,20,,0.0486,0.0548,0.44,52400
166,surrogate,20,,0.0510,0.0607,0.34,52800
167,surrogate,20,,0.0513,0.0635,0.47,53200
168,surrogate,20,,0.0626,0.0761,0.38,53600
169,surrogate,20,,0.0660,0.0775,0.42,54000
170,control,100,0.0954,0.0444,,14.05,54000
171,surrogate,20,,0.1057,0.1143,0.42,54400
172,surrogate,20,,0.0334,0.0403,0.32,54800
173,surrogate,20,,0.0423,0.0444,0.38,55200
174,surrogate,20,,0.0370,0.0449,0.44,55600
175,surrogate,20,,0.0349,0.0393,0.45,56000
176,surrogate,20,,0.0650,0.0680,0.35,56400
177,surrogate,20,,0.0754,0.0779,0.38,56800
178,surrogate,20,,0.0564,0.0634,0.30,57200
179,surrogate,20,,0.0390,0.0481,0.42,57600
180,control,100,0.0237,0.0492,,18.32,57600
181,surrogate,20,,0.0742,0.0762,0.42,58000
182,surrogate,20,,0.0929,0.0954,0.30,58400
183,surrogate,20,,0.0668,0.0713,0.40,58800
184,surrogate,20,,0.0451,0.0507,0.40,59200
185,surrogate,20,,0.0390,0.0428,0.34,59600
186,surrogate,20,,0.0326,0.0397,0.40,60000
187,surrogate,20,,0.0634,0.0674,0.39,60400
188,surrogate,20,,0.0569,0.0616,0.31,60800
189,surrogate,20,,0.0592,0.0669,0.39,61200
190,control,100,-0.0273,0.0341,,15.51,61200
191,surrogate,20,,0.0937,0.0970,0.40,61600
192,surrogate,20,,0.0565,0.0596,0.42,62000
193,surrogate,20,,0.0458,0.0461,0.41,62400
194,surrogate,20,,0.0315,0.0337,0.45,62800
195,surrogate,20,,0.0689,0.0748,0.21,63200
